id|tweet_text|text|emojis|sentiment_label|sarcasm_label
1191940657700433920|"@alficell76 @bebebkumamabeth @catatankakihati @aninditaairin1 @Dhul_Kemit @andri_c1AB @Rismawandy5 @AntonChrist19 @Aryosutejo3 @BakulAnak @Mr_gaplexs @lampung__01 @m3l4ngk4h @HamdaanLW825Ky Sama kyak aku kenal pak jokowi..

Tp pak jokowi belum tentu kenal saya 😂😂 https://t.co/JaVBD1hU3e"|"@alficell76 @bebebkumamabeth @catatankakihati @aninditaairin1 @Dhul_Kemit @andri_c1AB @Rismawandy5 @AntonChrist19 @Aryosutejo3 @BakulAnak @Mr_gaplexs @lampung__01 @m3l4ngk4h @HamdaanLW825Ky Sama kyak aku kenal pak jokowi..

Tp pak jokowi belum tentu kenal saya  https://t.co/JaVBD1hU3e"|😂,😂|-1|-1
1190037023962411010|"@HafisSapardi @Emafatimah40646 @eta_R305 @amira_swandary @paidjo2018 @FatkurIsti @syahrilmarsyah2 @GuruMantan @Sangk4k4l4 @Jack1249779091 @erisz10 @83_nurjamilah @Tovna1 @Profeson9 @FKhafiz @_PASMANTAP @M_G1LANG @ParicaraNyai @utopia212219 @effendi_mayadi @NurmajadM @rizkikitri @_____Sweet_Girl @HRSAJA02 @amsalri @ELkoval @tomby_La @O_maley_ @Bee_Soesoe @wonglemoe73 @rukamhamerrii @nochebonx @abang_cc @CNBLUE_9 @nitanjra @Saadri4 @Yutini5 @GadisDe77301566 @Lisa68027532 @Apriliamanda28 @NoviBramastha @MomRonni @Kawe65352233 @Suarakanbenar @LemonPeres @muhammadiyah @prabowo @aniesbaswedan @sandiuno 🇮🇩FR : MENTERI AGAMA Itu bukan #MenagISLAM tapi Menag Semua Agama, jadi jgn LALAI &amp; #Kecurigaan h/kpd ISLAM saja.
⭐Bertindaklah layaknya Menag u/Keadilan &amp; Kebenaran yg Tidak Terpapar ""#RadikalKoruptor spt ""Menteri2"" Kemarin yg LGBT &amp; Membenci Islam. DK🇮🇩 https://t.co/ELQo60NInn"|"@HafisSapardi @Emafatimah40646 @eta_R305 @amira_swandary @paidjo2018 @FatkurIsti @syahrilmarsyah2 @GuruMantan @Sangk4k4l4 @Jack1249779091 @erisz10 @83_nurjamilah @Tovna1 @Profeson9 @FKhafiz @_PASMANTAP @M_G1LANG @ParicaraNyai @utopia212219 @effendi_mayadi @NurmajadM @rizkikitri @_____Sweet_Girl @HRSAJA02 @amsalri @ELkoval @tomby_La @O_maley_ @Bee_Soesoe @wonglemoe73 @rukamhamerrii @nochebonx @abang_cc @CNBLUE_9 @nitanjra @Saadri4 @Yutini5 @GadisDe77301566 @Lisa68027532 @Apriliamanda28 @NoviBramastha @MomRonni @Kawe65352233 @Suarakanbenar @LemonPeres @muhammadiyah @prabowo @aniesbaswedan @sandiuno FR : MENTERI AGAMA Itu bukan #MenagISLAM tapi Menag Semua Agama, jadi jgn LALAI &amp; #Kecurigaan h/kpd ISLAM saja.
Bertindaklah layaknya Menag u/Keadilan &amp; Kebenaran yg Tidak Terpapar ""#RadikalKoruptor spt ""Menteri2"" Kemarin yg LGBT &amp; Membenci Islam. DK https://t.co/ELQo60NInn"|🇮,🇩,⭐,🇮,🇩|-1|-1
1191402941921427457|@Jongenen_lekker @syarikitalaika @lidyadey Iya kayak pak Jokowi jadi presiden dan pak Prabowo jadi pembantu presiden itu kehendak Allah. Faham?? 😂😂😂|@Jongenen_lekker @syarikitalaika @lidyadey Iya kayak pak Jokowi jadi presiden dan pak Prabowo jadi pembantu presiden itu kehendak Allah. Faham?? |😂,😂,😂|-1|-1
1191991360720519168|@KalimahLayang @jokowi @basuki_btp Pengemar TAI..🤣🤣🤣|@KalimahLayang @jokowi @basuki_btp Pengemar TAI..|🤣,🤣,🤣|-1|-1
1191669542306451456|Tadinya prabowo sandi, sekarang fani yaAllah fani 😭😭😭😭 https://t.co/jFd6GWkUcA|Tadinya prabowo sandi, sekarang fani yaAllah fani  https://t.co/jFd6GWkUcA|😭,😭,😭,😭|-1|-1
1190621996159098881|"Kapolri Baru jenderal Bp. Idham Azis Kami Yakin Akan Menindaklanjuti &amp; Memproses Ade Armando Yg Menghina Gubernur DKI Jakarta Anis Baswedan.
Jadi 👇👇👇👇👇👇
#TangkapAdeArmando 
#TangkapAdeArmando https://t.co/JObhdcgIe7"|"Kapolri Baru jenderal Bp. Idham Azis Kami Yakin Akan Menindaklanjuti &amp; Memproses Ade Armando Yg Menghina Gubernur DKI Jakarta Anis Baswedan.
Jadi 
#TangkapAdeArmando 
#TangkapAdeArmando https://t.co/JObhdcgIe7"|👇,👇,👇,👇,👇,👇|-1|-1
1191673337254072322|@fadlizon sabar mas, yakin aja adanya pak prabowo dipemerintahan sekarang bisa menaikan ekonomi indonesia. seperti omongan blio 😁✌|@fadlizon sabar mas, yakin aja adanya pak prabowo dipemerintahan sekarang bisa menaikan ekonomi indonesia. seperti omongan blio |😁,✌|-1|-1
1190082407732396032|"Baru dilantik uudah ributin gaji, Sini bilang ""Gajinya gak akan diambil"", Situ bilang: ""Gua Ambil Kok"". Sono Bilang ; Dia ambil tapi akan disumbangkan.. 
Haduehh pabalieut 😋😂 

Gerindra: Prabowo Terima Gaji Bukan untuk Pribadi Tapi Akan Disumbangkan https://t.co/kqB0V5IfKO"|"Baru dilantik uudah ributin gaji, Sini bilang ""Gajinya gak akan diambil"", Situ bilang: ""Gua Ambil Kok"". Sono Bilang ; Dia ambil tapi akan disumbangkan.. 
Haduehh pabalieut  

Gerindra: Prabowo Terima Gaji Bukan untuk Pribadi Tapi Akan Disumbangkan https://t.co/kqB0V5IfKO"|😋,😂|-1|-1
1191170849614622721|@VesalHakim @hnurwahid @jokowi Goblok banget otak😂😂|@VesalHakim @hnurwahid @jokowi Goblok banget otak|😂,😂|-1|-1
1191360862579085317|"@WagimanDeep @prabowo Waduh brati disana slama enih mbabu buat bayar overstay nya😂😂

#KhilafahOutNKRImaju"|"@WagimanDeep @prabowo Waduh brati disana slama enih mbabu buat bayar overstay nya

#KhilafahOutNKRImaju"|😂,😂|-1|-1
1193018817737134080|"@WagimanDeep @fahiraidris @jokowi Ini contoh perempuan yg kalo lagi ML berisiknya minta ampun...
Teriak ohhh yesss ohhh noo oohh god oohh mbut..
Padahal aslinya kurang menikmati..😁😁😁😁"|"@WagimanDeep @fahiraidris @jokowi Ini contoh perempuan yg kalo lagi ML berisiknya minta ampun...
Teriak ohhh yesss ohhh noo oohh god oohh mbut..
Padahal aslinya kurang menikmati.."|😁,😁,😁,😁|-1|-1
1191480722709602304|"@Anna_MaSue @aksioma02 bahasa jaman PYM Jokowi emang mantap jiwa 🤣😎😊

Kenaikan = Penyesuaian
Pinjaman / Hutang = Bantuan 
Impor = Memenuhi kebutuhan 

#TangkapAdeArmando 
#BubarkanBPJS"|"@Anna_MaSue @aksioma02 bahasa jaman PYM Jokowi emang mantap jiwa 

Kenaikan = Penyesuaian
Pinjaman / Hutang = Bantuan 
Impor = Memenuhi kebutuhan 

#TangkapAdeArmando 
#BubarkanBPJS"|🤣,😎,😊|-1|-1
1191622972169060352|@gorenganlyfe @Defacer20 @prayudiputras @Lianashafa1 @detikcom @jokowi @prabowo Ya saya faham...mungkin argumen mu mentok 🤭🤭🤭|@gorenganlyfe @Defacer20 @prayudiputras @Lianashafa1 @detikcom @jokowi @prabowo Ya saya faham...mungkin argumen mu mentok |🤭,🤭,🤭|-1|-1
1192241510411931648|@DheaMerlinda @prabowo @Kemhan_RI Bapak Prabowo... Sehat selalu ya pak 👍🙏|@DheaMerlinda @prabowo @Kemhan_RI Bapak Prabowo... Sehat selalu ya pak |👍,🙏|-1|-1
1192273038646972417|@BeibbyV @msaid_didu @prabowo Ha...ha...ha... Woles aja. Ngapain dengki sama kakek tua. Saya hanya bernarasi soal dia. Selalu serang pemerintah tapi cari makan dalam pemerintah... Otak kau yg ga nalar... Paham kau 😀😀😀|@BeibbyV @msaid_didu @prabowo Ha...ha...ha... Woles aja. Ngapain dengki sama kakek tua. Saya hanya bernarasi soal dia. Selalu serang pemerintah tapi cari makan dalam pemerintah... Otak kau yg ga nalar... Paham kau |😀,😀,😀|-1|-1
1192645602019962880|Tenang Pak Jokowi akan bangun Ibu Kota mengalahi Dubai..😂😂😂... ntar semua Jalan akan dikasih ATAP..dihiasi taman indah2...beserta kolam2 indah yg dipasang ATAP juga biar Bong berenang tdk basah kehujanan..🤣🤣🤣 https://t.co/8CQp6WDE6v|Tenang Pak Jokowi akan bangun Ibu Kota mengalahi Dubai..... ntar semua Jalan akan dikasih ATAP..dihiasi taman indah2...beserta kolam2 indah yg dipasang ATAP juga biar Bong berenang tdk basah kehujanan.. https://t.co/8CQp6WDE6v|😂,😂,😂,🤣,🤣,🤣|-1|-1
1192573835121291264|"@jeffpapilaya @diahkum72862696 @jokowi masalahnya pedukung pemerintah orkay semua bang 🤣🤣
mereka ga tau semua pd naik..
pemerintah hutang tp kok tetep malakin rakyat
coba jabarkan 5thn utang untuk apa? nyekek apa sejahtra 🤣"|"@jeffpapilaya @diahkum72862696 @jokowi masalahnya pedukung pemerintah orkay semua bang 
mereka ga tau semua pd naik..
pemerintah hutang tp kok tetep malakin rakyat
coba jabarkan 5thn utang untuk apa? nyekek apa sejahtra "|🤣,🤣,🤣|-1|-1
1191205292605759488|@RamliRizal @jokowi Ngga tau saya, ngga ngerti saya, coba tanya mentrinya 😃😃|@RamliRizal @jokowi Ngga tau saya, ngga ngerti saya, coba tanya mentrinya |😃,😃|-1|-1
1192721766751227905|"@suryadelalu @prabowo Tapi kan Ust, Pancasila sbg dasar negara Indonesia tdk bisa diubah lagi. 
Beda halnya dengan konstitusi, misal
1. UUD 1945, bisa diubah sesuai dengan tuntutan. 
2. Wilayah NKRI ? Sudah berubah.
3. Rakyat ? Sudah terpecah. 🤭

Apa masih bisa dikatakan yg itu adlh dasar Negara ? 🙏"|"@suryadelalu @prabowo Tapi kan Ust, Pancasila sbg dasar negara Indonesia tdk bisa diubah lagi. 
Beda halnya dengan konstitusi, misal
1. UUD 1945, bisa diubah sesuai dengan tuntutan. 
2. Wilayah NKRI ? Sudah berubah.
3. Rakyat ? Sudah terpecah. 

Apa masih bisa dikatakan yg itu adlh dasar Negara ? "|🤭,🙏|-1|-1
1191260023030079488|"@aignatd @faizalassegaf @jokowi yang ada 200 sekolam.. 
maennya jauhan lgi bong upss tong.. 😂😂🤣"|"@aignatd @faizalassegaf @jokowi yang ada 200 sekolam.. 
maennya jauhan lgi bong upss tong.. "|😂,😂,🤣|-1|-1
1190139824478384128|"@Inayah_fawaz GK mngkin🤭🤭..
Catet prediksi sy🤭

Calon Presiden dr PDIP adalah @prabowo 🤭👍👍🙏👍"|"@Inayah_fawaz GK mngkin..
Catet prediksi sy

Calon Presiden dr PDIP adalah @prabowo "|🤭,🤭,🤭,🤭,👍,👍,🙏,👍|-1|-1
1191993743475232769|@KalimahLayang @jokowi @basuki_btp Otak lo buat mikir togog..🤣🤣🤣|@KalimahLayang @jokowi @basuki_btp Otak lo buat mikir togog..|🤣,🤣,🤣|-1|-1
1192380566076706816|"@benibahtiar19 @KanjengRatuAyu1 @jokowi Mas @benibahtiar19 yg goblok 😂🤭🤣🤭 sampai detik ini saya menunggu jawaban Anda? 
U bilang ada investor yang bayar tanpa menggunakan dana APBN? Sebutkan perusahaan itu?"|"@benibahtiar19 @KanjengRatuAyu1 @jokowi Mas @benibahtiar19 yg goblok  sampai detik ini saya menunggu jawaban Anda? 
U bilang ada investor yang bayar tanpa menggunakan dana APBN? Sebutkan perusahaan itu?"|😂,🤭,🤣,🤭|-1|-1
1189918771697209344|@Dahnilanzar @Kemhan_RI @prabowo Terlanjur malu kau rupanya 🤣🤣🤣🤣|@Dahnilanzar @Kemhan_RI @prabowo Terlanjur malu kau rupanya |🤣,🤣,🤣,🤣|-1|-1
1190138161952772096|@DimasPermana817 @Dahnilanzar @Kemhan_RI @prabowo @jokowi @KSPgoid Herman lihat orang2+062 gaji orang.yg gk membahayakan negara diributin.BISUL loe..👂👌|@DimasPermana817 @Dahnilanzar @Kemhan_RI @prabowo @jokowi @KSPgoid Herman lihat orang2+062 gaji orang.yg gk membahayakan negara diributin.BISUL loe..|👂,👌|-1|-1
1191014718770597888|@BVertonghen @prabowo Sulit utk dijelaskan... 🙏🙏|@BVertonghen @prabowo Sulit utk dijelaskan... |🙏,🙏|-1|-1
1191511245108609024|@DonAdam68 Kalo cuma ngomong kayak pak jokowi kita juga bisa ya 😄😄😄😄.|@DonAdam68 Kalo cuma ngomong kayak pak jokowi kita juga bisa ya .|😄,😄,😄,😄|-1|-1
1192619823995346944|@jokowi Yg TDK ada demo2 an pak TDK ada penjual ayat Dan mayat 👍👍🙏|@jokowi Yg TDK ada demo2 an pak TDK ada penjual ayat Dan mayat |👍,👍,🙏|-1|-1
1192827098471157760|@JMandiri01 @Udonudon14 @filosofiksi @Dahnilanzar @prabowo ngomongin ka. pung kumuh? siapa yg dulu janji mau bikin kampung deret😂😂😂|@JMandiri01 @Udonudon14 @filosofiksi @Dahnilanzar @prabowo ngomongin ka. pung kumuh? siapa yg dulu janji mau bikin kampung deret|😂,😂,😂|-1|-1
1189849520764383235|@Dahnilanzar @Kemhan_RI @prabowo Alhamdulillah memang sudah hak nya pak @prabowo Kalo kerja ya mendapat gaji 😄😄😄|@Dahnilanzar @Kemhan_RI @prabowo Alhamdulillah memang sudah hak nya pak @prabowo Kalo kerja ya mendapat gaji |😄,😄,😄|-1|-1
1192858299953074176|"@Kemhan_RI @prabowo Istana Negara Pindah Kemana...🤔

Wahhh ini mah sangat radikul banget 🙊😄

Baru jadi Menhan rasanya sejuk dan nyaman banget pak @prabowo 😍😊

Sukses dan sehat selalu yg berada Dilingkungan @Kemhan_RI 🙏🏻🙏🏻"|"@Kemhan_RI @prabowo Istana Negara Pindah Kemana...

Wahhh ini mah sangat radikul banget 

Baru jadi Menhan rasanya sejuk dan nyaman banget pak @prabowo 

Sukses dan sehat selalu yg berada Dilingkungan @Kemhan_RI "|🤔,🙊,😄,😍,😊,🙏,🏻,🙏,🏻|-1|-1
1191859594219274241|"@Chonycon Biar mlek 🤪🔨
https://t.co/WA2RPVQPiJ"|"@Chonycon Biar mlek 
https://t.co/WA2RPVQPiJ"|🤪,🔨|-1|-1
1192862906536222725|@DandanNiLL @Benzichydi @Zaafaramdhan @yangkalem_ @_terussiapa @Kecoatongseng @Tomysahara @PanggilAjaRiq @DivHumas_Polri @jokowi @mohmahfudmd @rockygerung @putrasancha @Agnessrii @mahardinaaa @Acucanci @62Egi @HendraBudiana @tapiroje @ariyanisetiya_d @vivi_maulidah15 @fifybebby @vanadiarahayuu @Citra_Elraza @Firkubo_ @Alakatur_ @alatuyul_ @agrah21 @AL_Hakimmmm @tenangadaku @Irvnirgsri1 @kumparan @KompasTV @TMCPoldaMetro @KPK_RI @smartfrenworld @azzamsyauqi_ @autobotaja @siradj_abdullah @sadgurlevryday @aliwafaa_29 @Ainurrydho @arghabercanda @iskapulhusni22 @Nurkhopifah27 @azzra_ra @apasikamuni @_xsunrise_ @KCahyani12 @cinamelayuu Blm tidur anjg😭😭🤦|@DandanNiLL @Benzichydi @Zaafaramdhan @yangkalem_ @_terussiapa @Kecoatongseng @Tomysahara @PanggilAjaRiq @DivHumas_Polri @jokowi @mohmahfudmd @rockygerung @putrasancha @Agnessrii @mahardinaaa @Acucanci @62Egi @HendraBudiana @tapiroje @ariyanisetiya_d @vivi_maulidah15 @fifybebby @vanadiarahayuu @Citra_Elraza @Firkubo_ @Alakatur_ @alatuyul_ @agrah21 @AL_Hakimmmm @tenangadaku @Irvnirgsri1 @kumparan @KompasTV @TMCPoldaMetro @KPK_RI @smartfrenworld @azzamsyauqi_ @autobotaja @siradj_abdullah @sadgurlevryday @aliwafaa_29 @Ainurrydho @arghabercanda @iskapulhusni22 @Nurkhopifah27 @azzra_ra @apasikamuni @_xsunrise_ @KCahyani12 @cinamelayuu Blm tidur anjg|😭,😭,🤦|-1|-1
1192040309481324545|k heran heran terus sih pak, udahan makanya jd presiden. atau sy gelari presiden super heran 😂😂😂😂 https://t.co/E4lHe8qp2K|k heran heran terus sih pak, udahan makanya jd presiden. atau sy gelari presiden super heran  https://t.co/E4lHe8qp2K|😂,😂,😂,😂|-1|-1
1191188797683167232|"Beginilah pekerjaan lembaga survey indonesia bila proyek belum turun 😱😡🤔

Kepuasan demokrasi pada September 2019 di angka sekitar 70 persen. Sebenarnya agak menurun dibandingkan tahun 2018,” ujar Djayadi di Menteng, Jakarta Pusat, Ahad (3/11). https://t.co/KDzHRpf0bQ"|"Beginilah pekerjaan lembaga survey indonesia bila proyek belum turun 

Kepuasan demokrasi pada September 2019 di angka sekitar 70 persen. Sebenarnya agak menurun dibandingkan tahun 2018,” ujar Djayadi di Menteng, Jakarta Pusat, Ahad (3/11). https://t.co/KDzHRpf0bQ"|😱,😡,🤔|-1|-1
1192113911081754624|@ernawati_sn @helmifelis nyatanya lu ditinggal pak prabowo, itu menandakan otak lu gak kepakai, DUNGU! 😂. emng betul definisi DUNGU, salah satunya GANTI TEMPURUNG 😂 GAK GUNA LU!|@ernawati_sn @helmifelis nyatanya lu ditinggal pak prabowo, itu menandakan otak lu gak kepakai, DUNGU! . emng betul definisi DUNGU, salah satunya GANTI TEMPURUNG  GAK GUNA LU!|😂,😂|-1|-1
1192793093801512961|"@semproelz Alergi sama arab tapi ngarep investasinya, bgitu investasinya kecil...eeh nyesel udah mayungin Raja Salman😂😂
#RadikalNutupIsuEkonomi
#RadikalNutupIsuEkonomi

https://t.co/wJfCGwMTQI"|"@semproelz Alergi sama arab tapi ngarep investasinya, bgitu investasinya kecil...eeh nyesel udah mayungin Raja Salman
#RadikalNutupIsuEkonomi
#RadikalNutupIsuEkonomi

https://t.co/wJfCGwMTQI"|😂,😂|-1|-1
1191701810446094336|"@FAUZI07755348 @GilbertSinuling @MustofaMasut @HusinShihab @RizmaWidiono @jokowi @aniesbaswedan @adtaufiq @GagakNew @WahhabiCC @03_nakula @amrudinnejad_ @Pertapatua_ @BadjaNuswantara @AryPrasetyo_85 @ulinyusron @ProfYLH Situ waras 🙄
yg saya komplen skrng?? 
yg skrng itu parah banget amburadul semerawut,, 
Gak transparan uang ya?? 
Hasil kerja ya ancur lebur 😂😂
Udah bener trotoar di tata fungsi ya malah gubernur ya ngizinin buat dagang PKL,,
Kelebihan pinter dia sampe bikin org jadi bodoh 😂"|"@FAUZI07755348 @GilbertSinuling @MustofaMasut @HusinShihab @RizmaWidiono @jokowi @aniesbaswedan @adtaufiq @GagakNew @WahhabiCC @03_nakula @amrudinnejad_ @Pertapatua_ @BadjaNuswantara @AryPrasetyo_85 @ulinyusron @ProfYLH Situ waras 
yg saya komplen skrng?? 
yg skrng itu parah banget amburadul semerawut,, 
Gak transparan uang ya?? 
Hasil kerja ya ancur lebur 
Udah bener trotoar di tata fungsi ya malah gubernur ya ngizinin buat dagang PKL,,
Kelebihan pinter dia sampe bikin org jadi bodoh "|🙄,😂,😂,😂|-1|-1
1190115560371044352|"@Fahrihamzah @prabowo Saya suka pernyataan bagian akhir "" Penuh Trauma Kepada Jenggot, Cadar, Celana cingkrang dll"" .. Puji Tuhan Beliu akhirnya Hari ini bisa Lepas dari cengkraman mereka , Dan sungguh2 mengabdi tanpa embel2.🇮🇩"|"@Fahrihamzah @prabowo Saya suka pernyataan bagian akhir "" Penuh Trauma Kepada Jenggot, Cadar, Celana cingkrang dll"" .. Puji Tuhan Beliu akhirnya Hari ini bisa Lepas dari cengkraman mereka , Dan sungguh2 mengabdi tanpa embel2."|🇮,🇩|-1|-1
1192123951662546944|"@hanifyahyaasya1 @Ochi__BQ09 @_doncorleone78_ @prabowo Sambutan dari hati yg tulus, yg sdh lama ditunggu2 😊😍

""Selamat dtg pahlawan muda Lama nian kami rindukan kamu
Bertahun2 bercerai mata
Kini kita dpt berjumpa pula"". https://t.co/bijXXmpbFb"|"@hanifyahyaasya1 @Ochi__BQ09 @_doncorleone78_ @prabowo Sambutan dari hati yg tulus, yg sdh lama ditunggu2 

""Selamat dtg pahlawan muda Lama nian kami rindukan kamu
Bertahun2 bercerai mata
Kini kita dpt berjumpa pula"". https://t.co/bijXXmpbFb"|😊,😍|-1|-1
1191636601727668224|@CumiCue @Boemi_Pertiwi12 @jokowi @novelbaswedan @ditkrimsusPMJ @DivHumas_Polri @CCICPolri HARUSNYA SURUH GANTI RUGI MASA UANG NEGARA BUAT FOYA2 🤯🤯🤯|@CumiCue @Boemi_Pertiwi12 @jokowi @novelbaswedan @ditkrimsusPMJ @DivHumas_Polri @CCICPolri HARUSNYA SURUH GANTI RUGI MASA UANG NEGARA BUAT FOYA2 |🤯,🤯,🤯|-1|-1
1192236968760922112|"@msaid_didu @prabowo Ga manusia merdeka lagi sekarang?
😁😁😁😁"|"@msaid_didu @prabowo Ga manusia merdeka lagi sekarang?
"|😁,😁,😁,😁|-1|-1
1191310397279596544|@fuzaazizah @kaesangp Punya pakde sendiri. 😂 😂 Kaesang ama cilipari gak perlu di follow. Btw orang Indonesia follower terbanyak pak presiden Jokowi bukan?|@fuzaazizah @kaesangp Punya pakde sendiri.   Kaesang ama cilipari gak perlu di follow. Btw orang Indonesia follower terbanyak pak presiden Jokowi bukan?|😂,😂|-1|-1
1191704426202796032|@Zulkifllubis71 @prabowo Memangnya apa pangkat si MONYET @bonihargens kok minta MENHAN untuk me-LURUS kan UAS dan ustad Felix Siauw... Sedangkan si SONTOLOYO itu sendiri orang yang TERSESAT...👎👎👎🐸🔨|@Zulkifllubis71 @prabowo Memangnya apa pangkat si MONYET @bonihargens kok minta MENHAN untuk me-LURUS kan UAS dan ustad Felix Siauw... Sedangkan si SONTOLOYO itu sendiri orang yang TERSESAT...|👎,👎,👎,🐸,🔨|-1|-1
1192468898827816961|@jokowi_maning @mochamadarip @aniesbaswedan ngekek sy bacanya gubernur bab😂😂|@jokowi_maning @mochamadarip @aniesbaswedan ngekek sy bacanya gubernur bab|😂,😂|-1|-1
1192691385318535168|@jokowi Pak saya ingin ibu kota di pindah di pati pak soalnya biar saya bisa uplod instastory bagus pak 😂😊|@jokowi Pak saya ingin ibu kota di pindah di pati pak soalnya biar saya bisa uplod instastory bagus pak |😂,😊|-1|-1
1191931750978600960|Sejak 2016 sudah impor cangkul. Kenapa baru sekarang Pak Jokowi marahnya? Untung saja beliau tidak kaget dan heran 🤣🤣|Sejak 2016 sudah impor cangkul. Kenapa baru sekarang Pak Jokowi marahnya? Untung saja beliau tidak kaget dan heran |🤣,🤣|-1|-1
1191673833926737920|"@LinaPAnandya @Sarah_Pndj Jika yg terjadi ternyata
Puan Anies vs Prabowo MMD
bagiamana??

Partai pengusung P A (PDIP, Golkar, Nasdem, PKS)
Partai pengusung P M (Gerindra, PKB, PPP, PAN, Demokrat)

Berandai-andai aja sih
😀😀😀"|"@LinaPAnandya @Sarah_Pndj Jika yg terjadi ternyata
Puan Anies vs Prabowo MMD
bagiamana??

Partai pengusung P A (PDIP, Golkar, Nasdem, PKS)
Partai pengusung P M (Gerindra, PKB, PPP, PAN, Demokrat)

Berandai-andai aja sih
"|😀,😀,😀|-1|-1
